,tag,text_message
4325,0,set a place for me in your heart and not in your mind  as the mind easily forgets but the heart will always remember  wish you happy valentines day 
4326,0,wen u miss someone  the person is definitely special for u      but if the person is so special  why to miss them  just keep in touch gdeve  
4327,1,win the newest “harry potter and the order of the phoenix  book 5  reply harry  answer 5 questions   chance to be the first among readers 
4328,0,ok 
4329,0,and by when you re done i mean now
4330,0,i just saw ron burgundy captaining a party boat so yeah
4331,0,sorry  no  have got few things to do  may be in pub later 
4332,0,this message is from a great doctor in india     1  do not drink appy fizz  it contains cancer causing age
4333,1,urgent we are trying to contact you last weekends draw shows u have won a £1000 prize guaranteed call 09064017295 claim code k52 valid 12hrs 150p pm
4334,0,yeah  i got a list with only u and joanna if i m feeling really anti social
4335,0,can help u swoop by picking u up from wherever ur other birds r meeting if u want 
4336,0,u wan 2 haf lunch i m in da canteen now 
4337,1,3  you have received your mobile content  enjoy
4338,0,er mw im filled tuth is aight
4339,0,i ve not called you in a while  this is hoping it was l8r malaria and that you know that we miss you guys  i miss bani big  so pls give her my love especially  have a great day 
4340,0,like a personal sized or what
4341,0,hi  can i please get a     dollar loan from you  i ll pay you back by mid february  pls 
4342,0,okie   
4343,0,its on in engalnd  but telly has decided it won t let me watch it and mia and elliot were kissing  damn it 
4344,0,wat makes u thk i ll fall down  but actually i thk i m quite prone 2 falls  lucky my dad at home i ask him come n fetch me already 
4345,0,why you dint come with us 
4346,0,havent shopping now lor i juz arrive only
4347,1,your weekly cool mob tones are ready to download  this weeks new tones include  1  crazy frog axel f    2  akon lonely    3  black eyed dont p    more info in n
4348,0,awesome  that gonna be soon or later tonight 
4349,0,i cant pick the phone right now  pls send a message
4350,0,not to worry  i m sure you ll get it 
4351,0,got but got 2 colours lor  one colour is quite light n e other is darker lor  actually i m done she s styling my hair now 
4352,1,ur balance is now £600  next question  complete the landmark  big  a  bob  b  barry or c  ben    text a  b or c to 83738  good luck 
4353,0,dip s cell dead  so i m coming with him  u better respond else we shall come back 
4354,0,guess which pub im in  im as happy as a pig in clover or whatever the saying is  
4355,0,as per your request  maangalyam  alaipayuthe   has been set as your callertune for all callers  press  9 to copy your friends callertune
4356,0,we can go 4 e normal pilates after our intro     
4357,0,k  k  i m also fine  when will you complete the course 
4358,0,my tuition is at 330  hm we go for the 1120 to 1205 one  do you mind 
4359,1,5p 4 alfie moon s children in need song on ur mob  tell ur m8s  txt tone charity to 8007 for nokias or poly charity for polys  zed 08701417012 profit 2 charity 
4360,0,they did t play one day last year know even though they have very good team   like india 
4361,0,im gonna miss u so much
4362,0,orh i tot u say she now still dun believe 
4363,0,that seems unnecessarily hostile
4364,0,it s ok i wun b angry  msg u aft i come home tonight 
4365,0,wow     i love you sooo much  you know   i can barely stand it   i wonder how your day goes and if you are well  my love     i think of you and miss you
4366,0,x2      are you going to get that
4367,0,one small prestige problem now 
4368,1,goldviking  29 m  is inviting you to be his friend  reply yes 762 or no 762 see him  www sms ac u goldviking stop  send stop frnd to 62468
4369,1,shop till u drop  is it you  either 10k  5k  £500 cash or £100 travel voucher  call now  09064011000  ntt po box cr01327bt fixedline cost 150ppm mobile vary
4370,0,i felt so   not any conveying reason   ese he    what about me 
4371,0,actually i decided i was too hungry so i haven t left yet  v
4372,0,sir  you will receive the account no another 1hr time  sorry for the delay 
4373,0,hello madam how are you  
4374,0,if you aren t here in the next     hours imma flip my lid
4375,0,k  wait chikku  il send aftr    mins
4376,0,mathews or tait or edwards or anderson
4377,0,princess  i like to make love     times per night  hope thats not a problem 
4378,1,urgent  important information for 02 user  today is your lucky day  2 find out why   log onto http   www urawinner com there is a fantastic surprise awaiting you  
4379,0,huh means computational science    y they like dat one push here n there   
4380,0,good good  billy mates all gone  just been jogging  again  did enjoy concert 
4381,0,cramps stopped  going back to sleep
4382,0,but we havent got da topic yet rite 
4383,0,was just about to ask  will keep this one  maybe that s why you didn t get all the messages we sent you on glo
4384,0,haha    they cant what    at the most tmr forfeit    haha so how 
4385,1,thanks for the vote  now sing along with the stars with karaoke on your mobile  for a free link just reply with sing now 
4386,0,haha  my friend tyler literally just asked if you could get him a dubsack
4387,0,damn  can you make it tonight or do you want to just wait til tomorrow
4388,0,well i wasn t available as i washob nobbing with last night so they had to ask nickey platt instead of me  
4389,0,i got a call from a landline number      i am asked to come to anna nagar       i will go in the afternoon
4390,0,my friend  she s studying at warwick  we ve planned to go shopping and to concert tmw  but it may be canceled  havn t seen  for ages  yeah we should get together sometime 
4391,0,ok then no need to tell me anything i am going to sleep good night
4392,0,so i asked how s anthony  dad  and your bf
4393,0,mmmmm     it was sooooo good to wake to your words this morning  my love   mmmm    i love you too  my lion      devouring kiss from across the sea 
4394,0,friendship poem  dear o dear u r not near but i can hear dont get fear live with cheer no more tear u r always my dear  gud ni8
4395,0,no  i meant the calculation is the same  that    units at      this school is really expensive  have you started practicing your accent  because its important  and have you decided if you are doing 4years of dental school or if you ll just do the nmde exam 
4396,0,its a big difference      versus     every    hrs
4397,0,yeah i imagine he would be really gentle  unlike the other docs who treat their patients like turkeys 
4398,0,oic    then better quickly go bathe n settle down   
4399,0,she s fine  sends her greetings
4400,0,when you came to hostel 
4401,0,save yourself the stress  if the person has a dorm account  just send your account details and the money will be sent to you 
4402,1,congratulations ur awarded 500 of cd vouchers or 125gift guaranteed   free entry 2 100 wkly draw txt music to 87066 tncs www ldew com1win150ppmx3age16
4403,0,yup  leaving right now  be back soon
4404,0,okay lor    will they still let us go a not ah  coz they will not know until later  we drop our cards into the box right 
4405,0,two teams waiting for some players
4406,0,some of them told accenture is not confirm  is it true 
4407,1,you have won a guaranteed £1000 cash or a £2000 prize  to claim yr prize call our customer service representative on 08714712379 between 10am 7pm cost 10p
4408,0,great comedy  cant stop laughing da  
4409,0,go fool dont cheat others ok
4410,0,please tell me you have some of that special stock you were talking about
4411,0,check with nuerologist 
4412,0,solve d case   a man was found murdered on  decimal      afternoon  1 his wife called police  2 police questioned everyone  3 wife  sir i was sleeping  when the murder took place  4 cook  i was cooking  5 gardener  i was picking vegetables  6 house maid  i went 2 d post office  7 children  we went 2 play  8 neighbour  we went 2 a marriage  police arrested d murderer immediately  who s it  reply with reason  if u r brilliant 
4413,0,ha    u jus ate honey ar  so sweet   
4414,0,otherwise had part time job na tuition  
4415,0,you still around  i could use a half 8th
4416,0,y u wan to go there  c doctor 
4417,0,good night my dear   sleepwell take care
4418,0,as per your request  melle melle  oru minnaminunginte nurungu vettam   has been set as your callertune for all callers  press  9 to copy your friends callertune
4419,0,pity    was in mood for that  so   any other suggestions 
4420,0,joy s father is john  then john is the name of joy s father  mandan
4421,0,i ve sent my wife your text  after we buy them she ll tell you what to do  so just relax  we should go get them this wkend 
4422,0,is there coming friday is leave for pongal do you get any news from your work place 
4423,0,i have a rather prominent bite mark on my right cheek
4424,0,sad story of a man   last week was my b day  my wife did nt wish me  my parents forgot n so did my kids   i went to work  even my colleagues did not wish 
4425,0,ok no prob  take ur time 
4426,0,especially since i talk about boston all up in my personal statement  lol  i woulda changed that if i had realized it said nyc  it says boston now 
4427,0,tessy  pls do me a favor  pls convey my birthday wishes to nimya  pls dnt forget it  today is her birthday shijas
4428,0,did you get any gift  this year i didnt get anything  so bad
4429,0,carlos took a while  again   we leave in a minute
4430,0,i m also came to room 
4431,0,anytime lor   
4432,0,thanx a lot   
4433,0,you know my old dom i told you about yesterday   his name is roger  he got in touch with me last night and wants me to meet him today at 2 pm
4434,0,wot u wanna do then missy 
4435,0,watching cartoon  listening music   at eve had to go temple   church   what about u 
4436,0, said kiss  kiss  i can t do the sound effects  he is a gorgeous man isn t he  kind of person who needs a smile to brighten his day  
4437,0,mm yes dear look how i am hugging you both    p
4438,1,win urgent  your mobile number has been awarded with a £2000 prize guaranteed call 09061790121 from land line  claim 3030 valid 12hrs only 150ppm 
4439,0,  was a nice day and  impressively  i was sensible  went home early and now feel fine  or am i just boring   when s yours  i can t remember 
4440,0,okies    i ll go yan jiu too    we can skip ard oso  go cine den go mrt one  blah blah blah    
4441,0,i m watching lotr w my sis dis aft  so u wan 2 meet me 4 dinner at nite a not 
4442,0,were trying to find a chinese food place around here
4443,0,went fast asleep dear take care 
4444,0,i didn t get the second half of that message
4445,0,ok  i asked for money how far
4446,0,i m back  lemme know when you re ready
4447,0,lol     oh no babe  i wont be sliding into your place after midnight  but thanks for the invite
4448,0,been running but only managed 5 minutes and then needed oxygen  might have to resort to the roller option 
4449,0,yo yo yo byatch whassup 
4450,0,tunji  how s the queen  how are you doing  this is just wishing you a great day  abiola 
4451,0,i am late  i will be there at
4452,0,dunno y u ask me 
4453,0,so that takes away some money worries
4454,0,really do hope the work doesnt get stressful  have a gr8 day 
4455,0,miles and smiles r made frm same letters but do u know d difference    smile on ur face keeps me happy even though i am miles away from u      keep smiling   good nyt
4456,0,no let me do the math  your not good at it 
4457,0,sorry im getting up now  feel really bad  totally rejected that kinda me thing 
4458,0,please tell me not all of my car keys are in your purse
4459,0,also where s the piece
4460,1,todays voda numbers ending 1225 are selected to receive a £50award  if you have a match please call 08712300220 quoting claim code 3100 standard rates app 
4461,0,its good to hear from you
4462,0,k  fyi i m back in my parents  place in south tampa so i might need to do the deal somewhere else
4463,0,think i could stop by in like an hour or so  my roommate s looking to stock up for a trip
4464,0,not thought bout it       drink in tap   spile at seven     is that pub on gas st off broad st by canal     ok 
4465,0,oh ho  is this the first time u use these type of words
4466,1,u have a secret admirer  reveal who thinks u r so special  call 09065174042  to opt out reply reveal stop  1 50 per msg recd  cust care 07821230901
4467,0,anyway i m going shopping on my own now  cos my sis not done yet  dun disturb u liao 
4468,0,is there any training tomorrow 
4469,0,i meant as an apology from me for texting you to get me drugs at    at night
4470,0,k fyi x has a ride early tomorrow morning but he s crashing at our place tonight
4471,0,hey sexy buns   have i told you   i adore you  loverboy  i hope you remember to thank your sister in law for those meatballs  grins      i love you  babe
4472,0,hard but true  how much you show    express your love to someone    that much it will hurt when they leave you or you get seperated    éˆ¥”¾  ã€¨ud evening   
4473,0,your bill at 3 is £33 65 so thats not bad 
4474,0,no no  this is kallis home ground amla home town is durban  
4475,0,rofl betta invest in some  anti aging products
4476,1,1000 s flirting now  txt girl or bloke   ur name   age  eg girl zoe 18 to 8007 to join and get chatting 
4477,0,u come lt 25 n pass to me lar
4478,0,i m wif him now buying tix lar   
4479,0,yup he msg me  is tat yijue  then i tot it s my group mate cos we meeting today mah    i m askin if u leaving earlier or wat mah cos mayb u haf to walk v far   
4480,1,your unique user id is 1172  for removal send stop to 87239 customer services 08708034412
4481,0,yup  thk of u oso boring wat 
4482,0,in da car park 
4483,0,its ok  if anybody asks abt me  u tel them    p
4484,0,eh ur laptop got no stock lei    he say mon muz come again to take a look c got a not   
4485,0,no calls  messages  missed calls
4486,0,i dont understand your message 
4487,0,huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale     
4488,0,i tot u reach liao  he said t shirt 
4489,0,well i know z will take care of me  so no worries 
4490,0,then u go back urself lor   
4491,0,are you planning to come chennai 
4492,0,hey sweet  i was wondering when you had a moment if you might come to me   i want to send a file to someone but it won t go over yahoo for them because their connection sucks  remember when you set up that page for me to go to and download the format disc   could you tell me how to do that   or do you know some other way to download big files   because they can download stuff directly from the internet  any help would be great  my prey      teasing kiss 
4493,0,ooh  4got  i m gonna start belly dancing in moseley weds 6 30 if u want 2 join me  they have a cafe too  
4494,0,hmmm but you should give it on one day  
4495,0,good morning princess  how are you 
4496,1,yes  the only place in town to meet exciting adult singles is now in the uk  txt chat to 86688 now  150p msg 
4497,0,don t worry    is easy once have ingredients 
4498,0,can you call me plz  your number shows out of coveragd area  i have urgnt call in vasai   have to reach before 4 o clock so call me plz
4499,0,dear how you  are you ok 
4500,1,guess who am i this is the first time i created a web page www asjesus com read all i wrote  i m waiting for your opinions  i want to be your friend 1 1
4501,0,gam gone after outstanding innings 
4502,0,hello baby  did you get back to your mom s   are you setting up the computer now   filling your belly   how goes it loverboy   i miss you already      sighs 
4503,0,haha    can    but i m having dinner with my cousin   
4504,0,sorry   was at the grocers 
4505,1,hello from orange  for 1 month s free access to games  news and sport  plus 10 free texts and 20 photo messages  reply yes  terms apply  www orange co uk ow
4506,0,you are not bothering me but you have to trust my answers  pls 
4507,0,babe     i miiiiiiissssssssss you   i need you     i crave you             geeee     i m so sad without you babe     i love you    
4508,0,call me when u finish then i come n pick u 
4509,0,today is accept day  u accept me as  brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rply means enemy
4510,0,sorry  i can t help you on this 
4511,0,so anyways  you can just go to your gym or whatever  my love  smiles  i hope your ok and having a good day babe     i miss you so much already
4512,0,mind blastin   no more tsunamis will occur from now on   rajnikant stopped swimming in indian ocean    d
4513,0,a gram usually runs like      a half eighth is smarter though and gets you almost a whole second gram for   
4514,0,ola would get back to you maybe not today but i ve told him you can be his direct link in the us in getting cars he bids for online  you arrange shipping and you get a cut  or u      for a partnership where u      invest money for shipping and he takes care of the rest u  wud b self reliant soon dnt worry
4515,1,bored housewives  chat n date now  0871750 77 11  bt national rate 10p min only from landlines 
4516,1,want explicit sex in 30 secs  ring 02073162414 now  costs 20p min gsex pobox 2667 wc1n 3xx
4517,0,u guys never invite me anywhere   
4518,0,ok  there may be a free gym about 
4519,0,hmmm     mayb can try e shoppin area one  but forgot e name of hotel   
4520,0,go where n buy  juz buy when we get there lar 
4521,0,hi this is yijue  can i meet u at 11 tmr 
4522,0,pls i wont belive god not only jesus 
4523,0,then anything special 
4524,0,hey    why dont we just go watch x men and have lunch    haha 
4525,1,freemsg hey u  i just got 1 of these video pic fones  reply wild to this txt   ill send u my pics  hurry up im so bored at work xxx  18 150p rcvd stop2stop 
4526,0,alright omw  gotta change my order to a half8th
4527,0,i tot u outside cos darren say u come shopping  of course we nice wat  we jus went sim lim look at mp3 player 
4528,0,uhhhhrmm isnt having tb test bad when youre sick
4529,0,oh    lk tt den we take e one tt ends at cine lor    dun wan yogasana oso can    
4530,0,sorry i ve not gone to that place  i ll do so tomorrow  really sorry 
4531,0,my ex wife was not able to have kids  do you want kids one day 
4532,0,dhoni have luck to win some big title so we will win  
4533,0,okey doke  i m at home  but not dressed cos laying around ill  speak to you later bout times and stuff  
4534,0,yo  i m at my parents  gettin cash  good news  we picked up a downstem
4535,1,you won t believe it but it s true  it s incredible txts  reply g now to learn truly amazing things that will blow your mind  from o2fwd only 18p txt
4536,1,free tones hope you enjoyed your new content  text stop to 61610 to unsubscribe  help 08712400602450p provided by tones2you co uk
4537,0,japanese proverb  if one can do it  u too can do it  if none can do it u must do it indian version  if one can do it  let him do it   if none can do it leave it   and finally kerala version  if one can do it  stop him doing it   if none can do it  make a strike against it    
4538,0,die    now i have e toot fringe again   
4539,0,short but cute  be a good person  but dont try to prove it    gud noon    
4540,0,please sen   my kind advice    please come here and try   
4541,0,okay  i ve seen it  so i should pick it on friday 
4542,0,not sure yet  still trying to get a hold of him
4543,0,thanks for loving me so  you rock
4544,0,yep then is fine 7 30 or 8 30 for ice age 
4545,1,freemsg  hey   i m buffy  25 and love to satisfy men  home alone feeling randy  reply 2 c my pix  qlynnbv help08700621170150p a msg send stop to stop txts
4546,0,its sarcasm    nt scarcasim
4547,1,you have been specially selected to receive a 3000 award  call 08712402050 before the lines close  cost 10ppm  16   t cs apply  ag promo
4548,0,what was she looking for 
4549,0,how are u  i have missed u  i havent been up 2 much a bit bored with the holiday want 2 go bak 2 college  sad isnt it xx
4550,0,oh ok   wat s ur email 
4551,0,wow that is really shocking and scary  cant imagine for a second  def up for night out  do u think there is somewhere i could crash for night  save on taxi 
4552,1,urgent  we are trying to contact u  todays draw shows that you have won a £800 prize guaranteed  call 09050003091 from land line  claim c52  valid 12hrs only
4553,0,ball is moving a lot will spin in last   so very difficult to bat  
4554,1,for your chance to win a free bluetooth headset then simply reply back with adp
4555,0,stupid its not possible
4556,0,says the     year old with a man and money  i m down to my last      still waiting for that check 
4557,0,i also thk too fast    xy suggest one not me  u dun wan it s ok  going 2 rain leh where got gd 
4558,0,i miss you so much i m so desparate i have recorded the message you left for me the other day and listen to it just to hear the sound of your voice  i love you
4559,0,a bloo bloo bloo i ll miss the first bowl
4560,0,wot about on wed nite i am 3 then but only til 9 
4561,0,not yet chikku  k  then wat abt tht guy did he stopped irritating or msging to u  
4562,0,i need you to be in my strong arms   
4563,0,your body is perfect 
4564,0,u goin out 2nite 
4565,1, bank of granite issues strong buy  explosive pick for our members      up over 300              nasdaq symbol cdgt that is a  5 00 per  
4566,0,  how s things  just a quick question 
4567,0,i guess it is useless calling u 4 something important 
4568,1,freemsg fav xmas tones reply real
4569,0,ok  
4570,0,that s necessarily respectful
4571,0,nt yet chikku  simple habba  hw abt u 
4572,0,i enjoy watching and playing football and basketball  anything outdoors  and you 
4573,0,i m working technical support   voice process 
4574,1,final chance  claim ur £150 worth of discount vouchers today  text yes to 85023 now  savamob  member offers mobile  t cs savamob pobox84  m263uz  £3 00 subs 16
4575,0,oh dang  i didn t mean o send that to you  lol 
4576,0,how abt making some of the pics bigger 
4577,1,congrats 2 mobile 3g videophones r yours  call 09063458130 now  videochat wid ur mates  play java games  dload polyph music  noline rentl  bx420  ip4  5we  150p
4578,0,ok     now i am in bus    if i come soon i will come otherwise tomorrow
4579,0,come to mu  we re sorting out our narcotics situation
4580,0,horrible bf    i now v hungry   
4581,1,congratulations ur awarded 500 of cd vouchers or 125gift guaranteed   free entry 2 100 wkly draw txt music to 87066
4582,1,dear voucher holder 2 claim your 1st class airport lounge passes when using your holiday voucher call 08704439680  when booking quote 1st class x 2
4583,0,understand  his loss is my gain    so do you work  school 
4584,0,ok    c ya   
4585,0,keep ur problems in ur heart  b coz nobody will fight for u  only u   u have to fight for ur self   win the battle   vivekanand  g 9t   sd  
4586,0,good stuff  will do 
4587,0,ugh y can t u just apologize  admit u were wrong and ask me to take u back 
4588,0,all e best 4 ur driving tmr    
4589,1,six chances to win cash  from 100 to 20 000 pounds txt  csh11 and send to 87575  cost 150p day  6days  16  tsandcs apply reply hl 4 info
4590,0,sorry  i ll call later in meeting
4591,0,white fudge oreos are in stores
4592,0,guessin you ain t gonna be here before 9 
4593,0,you ll never believe this but i have actually got off at taunton  wow
4594,0,geeeee     your internet is really bad today  eh  
4595,0,lol yes  our friendship is hanging on a thread cause u won t buy stuff 
4596,0,great  how is the office today 
4597,0,for my family happiness  
4598,0,have you bookedthe hut  and also your time off  how are you by the way 
4599,0,yes  he is really great  bhaji told kallis best cricketer after sachin in world   very tough to get out 
4600,0,if you were are free i can give  otherwise nalla adi entey nattil kittum
4601,0,thanks for picking up the trash 
4602,0,no  but i wasn t that surprised  so i went and spent the evening with that french guy i met in town here and we fooled around a bit but i didn t let him sleep with me
4603,1,text82228   get more ringtones  logos and games from www txt82228 com  questions  info txt82228 co uk
4604,0,k  want us to come by now 
4605,1,welcome to uk mobile date this msg is free giving you free calling to 08719839835  future mgs billed at 150p daily  to cancel send go stop to 89123
4606,0,yay  finally lol  i missed our cinema trip last week    
4607,0,if i die i want u to have all my stuffs 
4608,1,hi babe its jordan  how r u  im home from abroad and lonely  text me back if u wanna chat xxsp visionsms com text stop to stopcost 150p 08712400603
4609,0,staff of placement training in amrita college 
4610,0,moon has come to color your dreams  stars to make them musical and my sms to give you warm and peaceful sleep  good night
4611,0,nah  i m a perpetual dd
4612,0,smile in pleasure smile in pain smile when trouble pours like rain smile when sum1 hurts u smile becoz someone still loves to see u smiling  
4613,0,anyway holla at me whenever you re around because i need an excuse to go creep on people in sarasota
4614,0,lol or i could just starve and lose a pound by the end of the day 
4615,0,you got called a tool 
4616,1,it to 80488  your 500 free text messages are valid until 31 december 2005 
4617,0,your opinion about me  1  over 2  jada 3  kusruthi 4  lovable 5  silent 6  spl character 7  not matured 8  stylish 9  simple pls reply  
4618,0,what you doing how are you 
4619,0,i forgot 2 ask u all smth   there s a card on da present lei    how  u all want 2 write smth or sign on it 
4620,1,call germany for only 1 pence per minute  call from a fixed line via access number 0844 861 85 85  no prepayment  direct access  www telediscount co uk
4621,0,did u got that persons story
4622,0,thank god they are in bed 
4623,0,sorry to trouble u again  can buy 4d for my dad again  1405  1680  1843  all 2 big 1 small  sat n sun  thanx 
4624,0,a guy who gets used but is too dumb to realize it 
4625,0,hi babe u r most likely to be in bed but im so sorry about tonight  i really wanna see u tomorrow so call me at 9  love me xxx
4626,0,do u noe if ben is going 
4627,0,awww dat is sweet  we can think of something to do he he  have a nice time tonight ill probably txt u later cos im lonely    xxx 
4628,0,oh rite  well im with my best mate pete  who i went out with 4 a week  now were 2geva again  its been longer than a week 
4629,0,where in abj are you serving  are you staying with dad or alone 
4630,0,yun ah now u wkg where btw if u go nus sc  u wana specialise in wad 
4631,0,i m eatin now lor  but goin back to work soon    e mountain deer show huh    i watch b4 liao  very nice   
4632,1,congratulations ur awarded either £500 of cd gift vouchers   free entry 2 our £100 weekly draw txt music to 87066 tncs www ldew com1win150ppmx3age16
4633,0,yeah he got in at 2 and was v apologetic  n had fallen out and she was actin like spoilt child and he got caught up in that  till 2  but we won t go there  not doing too badly cheers  you  
4634,0,good sleep is about rhythm  the person has to establish a rhythm that the body will learn and use  if you want to know more    
4635,0,sorry da  today i wont come to play  i have driving clas  
4636,0,i m reaching home in 5 min 
4637,0,how long does applebees take
4638,0,how do you plan to manage that
4639,0,yo  any way we could pick something up tonight 
4640,0,no he didn t  spring is coming early yay 
4641,0,gud mrng dear hav a nice day
4642,0,i want to sent    mesages today  thats y  sorry if i hurts
4643,0,oi  ami parchi na re  kicchu kaaj korte iccha korche na  phone ta tul na  plz  plz 
4644,0,     and  picking them up from various points   going 2 yeovil   and they will do the motor project 4 3 hours   and then u take them home     12 2 5 30 max     very easy
4645,0,yeah if we do have to get a random dude we need to change our info sheets to party     7 never study just to be safe
4646,0,do you always celebrate ny s with your family  
4647,1,your chance to be on a reality fantasy show call now   08707509020 just 20p per min ntt ltd  po box 1327 croydon cr9 5wb 0870 is a national   rate call
4648,0,solve d case   a man was found murdered on  decimal      afternoon  1 his wife called police  2 police questioned everyone  3 wife  sir i was sleeping  when the murder took place  4 cook  i was cooking  5 gardener  i was picking vegetables  6 house maid  i went 2 d post office  7 children  we went 2 play  8 neighbour  we went 2 a marriage  police arrested d murderer immediately  who s it  reply with reason  if u r brilliant 
4649,0,hello  yeah i ve just got out of the bath and need to do my hair so i ll come up when i m done  yeah 
4650,0,yup u not comin    
4651,1,thanks for your ringtone order  reference number x49 your mobile will be charged 4 50  should your tone not arrive please call customer services 09065989182
4652,0,misplaced your number and was sending texts to your old number  wondering why i ve not heard from you this year  all the best in your mcat  got this number from my atlanta friends
4653,0,they released another italian one today and it has a cosign option
4654,0,just sing hu  i think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through  even things like choosing a phone plan require guidance  when in doubt ask especially girls 
4655,0,nope  meanwhile she talk say make i greet you 
4656,0,so how many days since then 
4657,0,what today sunday  sunday is holiday  so no work  
4658,1,someone u know has asked our dating service 2 contact you  cant guess who  call 09058091854 now all will be revealed  po box385 m6 6wu
4659,0,that s one of the issues but california is okay  no snow so its manageable
4660,0,yeah that s what i thought  lemme know if anything s goin on later
4661,0,that s y we haf to combine n c how lor   
4662,0,i meant middle left or right 
4663,0,yeah  where s your class at 
4664,0,i€˜ll leave around four  ok 
4665,1,think ur smart   win £200 this week in our weekly quiz  text play to 85222 now t cs winnersclub po box 84  m26 3uz  16   gbp1 50 week
4666,0,that means you got an a in epi  she s fine  she s here now 
4667,0,idk  i m sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i m a failure in everything  nobody wants me and now i feel like i m failing you 
4668,1,you are chosen to receive a £350 award  pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer 
4669,1,get a free mobile video player free movie  to collect text go to 89105  its free  extra films can be ordered t s and c s apply  18 yrs only
4670,1,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or £250 cash every wk  txt vpod to 81303 ts cs www textpod net custcare 08712405020 
4671,0,i am going to sao mu today  will be done only at 12 
4672,0,beautiful truth against gravity   read carefully  our heart feels light when someone is in it   but it feels very heavy when someone leaves it   goodmorning
4673,0,me  i dont know again oh
4674,0,1 s finish meeting call me 
4675,0,and that s fine  i got enough bud to last most of the night at least
4676,0,once free call me sir  i am waiting for you 
4677,1,hungry gay guys feeling hungry and up 4 it  now  call 08718730555 just 10p min  to stop texts call 08712460324  10p min 
4678,0,s i m watching it in live  
4679,0,i am in tirupur   call you da 
4680,0,whats the staff name who is taking class for us 
4681,0,aaooooright are you at work 
4682,1,freemsg  fancy a flirt  reply date now   join the uks fastest growing mobile dating service  msgs rcvd just 25p to optout txt stop to 83021  reply date now 
4683,0,hey    i almost forgot     happy b day babe   i love ya  
4684,0,ok i go change also   
4685,0,aiyar u so poor thing    i give u my support k    jia you  i ll think of u   
4686,0,mark works tomorrow  he gets out at 5  his work is by your house so he can meet u afterwards 
4687,0,hey next sun 1030 there s a basic yoga course    at bugis    we can go for that    pilates intro next sat     tell me what time you r free
4688,0,    that s not v romantic 
4689,0,aiyar hard 2 type  u later free then tell me then i call n scold n tell u 
4690,0,sindu got job in birla soft   
4691,0,not yet chikku  wat abt u 
4692,1,collect your valentine s weekend to paris inc flight   hotel   £200 prize guaranteed  text  paris to no  69101  www rtf sphosting com
4693,0,customer place  i wil cal u sir 
4694,0,how come u got nothing to do 
4695,0,oh yah    we never cancel leh    haha 
4696,0,oh you got many responsibilities 
4697,0,are you ok  what happen to behave like this
4698,0,hey chief  can you give me a bell when you get this  need to talk to you about this royal visit on the 1st june  
4699,0,hello  hello  hi lou sorry it took so long 2 reply  i left mobile at friends in lancaster  just got it bak neway im sorry i couldn’t make ur b’day 2 hun 
4700,0,i like you peoples very much   but am very shy pa 
4701,0,well  i m glad you didn t find it totally disagreeable     lol
4702,0,yup i thk so until e shop closes lor 
4703,0,sorry  i ll call later
4704,1,25p 4 alfie moon s children in need song on ur mob  tell ur m8s  txt tone charity to 8007 for nokias or poly charity for polys  zed 08701417012 profit 2 charity 
4705,0,i am real  baby  i want to bring out your inner tigress   
4706,1,you have won a guaranteed £200 award or even £1000 cashto claim ur award call free on 08000407165  18   2 stop getstop on 88222 php
4707,0,i cant pick the phone right now  pls send a message
4708,0,ok    but bag again  
4709,0,u meet other fren dun wan meet me ah    muz b a guy rite   
4710,0,what does the dance river do 
4711,0,we are at grandmas  oh dear  u still ill  i felt terrible this morning but i think i am just hungover  another night then  we leave on sat 
4712,0,erutupalam thandiyachu
4713,1,hmv bonus special 500 pounds of genuine hmv vouchers to be won  just answer 4 easy questions  play now  send hmv to 86688 more info www 100percent real com
4714,0,asking do u knw them or nt  may be ur frnds or classmates 
4715,0,i m not sure if its still available though
4716,0,no de am seeing in online shop so that i asked 
4717,0,why did i wake up on my own   
4718,0,hey    very inconvenient for your sis a not huh 
4719,0,cool  want me to go to kappa or should i meet you outside mu
4720,0,love you aathi  love u lot  
4721,0,waiting 4 my tv show 2 start lor    u leh still busy doing ur report 
4722,0,really dun bluff me leh    u sleep early too  nite   
4723,0,going to take your babe out  
4724,0,ok   
4725,0,true lov n care wil nevr go unrecognized  though somone often makes mistakes when valuing it  but they will definitly undrstnd once when they start missing it 
4726,0,just sent you an email €“ to an address with incomm in it  is that right 
4727,0,sorry that took so long  omw now
4728,0,aah bless  how s your arm 
4729,0,1 in cbe  2 in chennai 
4730,0,wah lucky man    then can save money    hee   
4731,0,ok    thanx    gd nite 2 u too   
4732,1,new textbuddy chat 2 horny guys in ur area 4 just 25p free 2 receive search postcode or at gaytextbuddy com  txt one name to 89693  08715500022 rpl stop 2 cnl
4733,0,were somewhere on fredericksburg
